avg_speed_kmh,grade,vehicle_mass,battery_capacity_kwh,soc_percent,distance_km,remaining_energy_kwh,remaining_range_km
80.11150117432088,-9.588310114083951,1686.9021545015712,192.11428902558657,76.24275376909434,0.3337979215596703,146.4732243370242,63.1423340866183
80.11150117432088,-9.588310114083951,1686.9021545015712,192.11428902558657,75.83970131450504,0.3337979215596703,145.6989029794898,62.808536165058634
80.11150117432088,-9.588310114083951,1686.9021545015712,192.11428902558657,75.43664885991573,0.3337979215596703,144.92458162195538,62.47473824349897
80.11150117432088,-9.588310114083951,1686.9021545015712,192.11428902558657,75.03359640532643,0.3337979215596703,144.15026026442095,62.14094032193929
80.11150117432088,-9.588310114083951,1686.9021545015712,192.11428902558657,74.63054395073713,0.3337979215596703,143.37593890688657,61.80714240037964
80.11150117432088,-9.588310114083951,1686.9021545015712,192.11428902558657,74.22749149614783,0.3337979215596703,142.60161754935214,61.47334447881996
80.11150117432088,-9.588310114083951,1686.9021545015712,192.11428902558657,73.82443904155853,0.3337979215596703,141.82729619181774,61.139546557260296
80.11150117432088,-9.588310114083951,1686.9021545015712,192.11428902558657,73.42138658696923,0.3337979215596703,141.05297483428333,60.80574863570063
80.11150117432088,-9.588310114083951,1686.9021545015712,192.11428902558657,73.01833413237993,0.3337979215596703,140.27865347674893,60.47195071414097
80.11150117432088,-9.588310114083951,1686.9021545015712,192.11428902558657,72.61528167779063,0.3337979215596703,139.5043321192145,60.13815279258129
80.11150117432088,-9.588310114083951,1686.9021545015712,192.11428902558657,72.21222922320133,0.3337979215596703,138.7300107616801,59.80435487102162
80.11150117432088,-9.588310114083951,1686.9021545015712,192.11428902558657,71.80917676861203,0.3337979215596703,137.9556894041457,59.47055694946196
80.11150117432088,-9.588310114083951,1686.9021545015712,192.11428902558657,71.40612431402273,0.3337979215596703,137.18136804661128,59.13675902790229
80.11150117432088,-9.588310114083951,1686.9021545015712,192.11428902558657,71.00307185943343,0.3337979215596703,136.40704668907688,58.80296110634263
80.11150117432088,-9.588310114083951,1686.9021545015712,192.11428902558657,70.60001940484413,0.3337979215596703,135.63272533154245,58.46916318478295
80.11150117432088,-9.588310114083951,1686.9021545015712,192.11428902558657,70.19696695025483,0.3337979215596703,134.85840397400807,58.1353652632233
80.11150117432088,-9.588310114083951,1686.9021545015712,192.11428902558657,69.79391449566553,0.3337979215596703,134.08408261647364,57.80156734166362
80.11150117432088,-9.588310114083951,1686.9021545015712,192.11428902558657,69.39086204107623,0.3337979215596703,133.30976125893923,57.467769420103956
80.11150117432088,-9.588310114083951,1686.9021545015712,192.11428902558657,68.98780958648693,0.3337979215596703,132.53543990140483,57.13397149854429
80.11150117432088,-9.588310114083951,1686.9021545015712,192.11428902558657,68.58475713189763,0.3337979215596703,131.76111854387042,56.800173576984626
80.11150117432088,-9.588310114083951,1686.9021545015712,192.11428902558657,68.18170467730833,0.3337979215596703,130.986797186336,56.466375655424955
80.11150117432088,-9.588310114083951,1686.9021545015712,192.11428902558657,67.77865222271903,0.3337979215596703,130.2124758288016,56.13257773386529
80.11150117432088,-9.588310114083951,1686.9021545015712,192.11428902558657,67.37559976812973,0.3337979215596703,129.43815447126718,55.798779812305625
80.11150117432088,-9.588310114083951,1686.9021545015712,192.11428902558657,66.97254731354043,0.3337979215596703,128.66383311373278,55.46498189074596
80.11150117432088,-9.588310114083951,1686.9021545015712,192.11428902558657,66.56949485895113,0.3337979215596703,127.88951175619836,55.13118396918629
80.11150117432088,-9.588310114083951,1686.9021545015712,192.11428902558657,66.16644240436183,0.3337979215596703,127.11519039866397,54.79738604762663
80.11150117432088,-9.588310114083951,1686.9021545015712,192.11428902558657,65.76338994977253,0.3337979215596703,126.34086904112955,54.46358812606696
80.11150117432088,-9.588310114083951,1686.9021545015712,192.11428902558657,65.36033749518323,0.3337979215596703,125.56654768359515,54.129790204507295
80.11150117432088,-9.588310114083951,1686.9021545015712,192.11428902558657,64.95728504059393,0.3337979215596703,124.79222632606073,53.79599228294762
80.11150117432088,-9.588310114083951,1686.9021545015712,192.11428902558657,64.55423258600463,0.3337979215596703,124.01790496852634,53.462194361387965
80.11150117432088,-9.588310114083951,1686.9021545015712,192.11428902558657,64.15118013141533,0.3337979215596703,123.24358361099192,53.12839643982829
80.11150117432088,-9.588310114083951,1686.9021545015712,192.11428902558657,63.74812767682602,0.3337979215596703,122.4692622534575,52.79459851826862
80.11150117432088,-9.588310114083951,1686.9021545015712,192.11428902558657,63.345075222236716,0.3337979215596703,121.69494089592307,52.46080059670894
80.11150117432088,-9.588310114083951,1686.9021545015712,192.11428902558657,62.94202276764741,0.3337979215596703,120.92061953838865,52.12700267514928
80.11150117432088,-9.588310114083951,1686.9021545015712,192.11428902558657,62.5389703130581,0.3337979215596703,120.14629818085423,51.793204753589606
80.11150117432088,-9.588310114083951,1686.9021545015712,192.11428902558657,62.135917858468794,0.3337979215596703,119.3719768233198,51.45940683202993
80.11150117432088,-9.588310114083951,1686.9021545015712,192.11428902558657,61.73286540387949,0.3337979215596703,118.59765546578538,51.125608910470255
80.11150117432088,-9.588310114083951,1686.9021545015712,192.11428902558657,61.32981294929018,0.3337979215596703,117.82333410825095,50.791810988910576
80.11150117432088,-9.588310114083951,1686.9021545015712,192.11428902558657,60.92676049470087,0.3337979215596703,117.04901275071653,50.458013067350905
80.11150117432088,-9.588310114083951,1686.9021545015712,192.11428902558657,60.523708040111565,0.3337979215596703,116.27469139318211,50.12421514579124
80.11150117432088,-9.588310114083951,1686.9021545015712,192.11428902558657,60.12065558552226,0.3337979215596703,115.50037003564768,49.79041722423156
80.11150117432088,-9.588310114083951,1686.9021545015712,192.11428902558657,59.71760313093295,0.3337979215596703,114.72604867811326,49.45661930267189
80.11150117432088,-9.588310114083951,1686.9021545015712,192.11428902558657,59.31455067634364,0.3337979215596703,113.95172732057885,49.122821381112225
80.11150117432088,-9.588310114083951,1686.9021545015712,192.11428902558657,58.911498221754336,0.3337979215596703,113.17740596304441,48.78902345955254
80.11150117432088,-9.588310114083951,1686.9021545015712,192.11428902558657,58.50844576716503,0.3337979215596703,112.40308460551,48.455225537992874
80.11150117432088,-9.588310114083951,1686.9021545015712,192.11428902558657,58.10539331257572,0.3337979215596703,111.62876324797558,48.12142761643321
80.11150117432088,-9.588310114083951,1686.9021545015712,192.11428902558657,57.702340857986414,0.3337979215596703,110.85444189044115,47.78762969487353
80.11150117432088,-9.588310114083951,1686.9021545015712,192.11428902558657,57.29928840339711,0.3337979215596703,110.08012053290673,47.45383177331386
80.11150117432088,-9.588310114083951,1686.9021545015712,192.11428902558657,56.8962359488078,0.3337979215596703,109.3057991753723,47.12003385175418
80.11150117432088,-9.588310114083951,1686.9021545015712,192.11428902558657,56.49318349421849,0.3337979215596703,108.53147781783788,46.78623593019451
80.11150117432088,-9.588310114083951,1686.9021545015712,192.11428902558657,56.090131039629185,0.3337979215596703,107.75715646030346,46.45243800863484
80.11150117432088,-9.588310114083951,1686.9021545015712,192.11428902558657,55.68707858503988,0.3337979215596703,106.98283510276903,46.118640087075164
80.11150117432088,-9.588310114083951,1686.9021545015712,192.11428902558657,55.28402613045057,0.3337979215596703,106.20851374523461,45.78484216551549
80.11150117432088,-9.588310114083951,1686.9021545015712,192.11428902558657,54.88097367586126,0.3337979215596703,105.4341923877002,45.45104424395582
80.11150117432088,-9.588310114083951,1686.9021545015712,192.11428902558657,54.477921221271956,0.3337979215596703,104.65987103016576,45.11724632239614
80.11150117432088,-9.588310114083951,1686.9021545015712,192.11428902558657,54.07486876668265,0.3337979215596703,103.88554967263134,44.78344840083648
80.11150117432088,-9.588310114083951,1686.9021545015712,192.11428902558657,53.67181631209334,0.3337979215596703,103.11122831509692,44.449650479276805
80.11150117432088,-9.588310114083951,1686.9021545015712,192.11428902558657,53.268763857504034,0.3337979215596703,102.33690695756249,44.115852557717126
80.11150117432088,-9.588310114083951,1686.9021545015712,192.11428902558657,52.86571140291473,0.3337979215596703,101.56258560002807,43.782054636157454
